,User_name,Review title,Review Rating,Review date,Review_body
1074,ba-80642,Finale kinda ruined it for me,8/10,10 October 2021,"Up to Episode 6 This show was near perfect, every aspect of it was extremely enjoyable, the pacing kept you hooked while not making everything feel unnatural, the acting was realistic and everyone really stayed true to their character, the filming was really enjoyable and it gave you a great way to see stuff, then with episode 7, they introduced american vips, now don't get me wrong they definitely didn't have good acting, but i will give them credit for really being emotionless and portraying what kind of people they are supposed to be, plus they didn't take much from the plot so i didn't care too much for them, and finally the 5th game on the 7th episode was arguably my favorite, so i enjoyed that too, episode 8 wasn't bad in terms of anything but plotting, you follow up with the cop the entire show just for him to be killed by his brother who is for some reason the front man who also won the game a few years back, it really doesn't make sense, doesn't add to the show, and doesn't have a backstory to rest on, but again that's kind of a side story which shouldn't interfere with the main story and the main character's story, so the finale must be great? Right? Not really, the finale starts off okay with the final game but the writing feels extremely off, everyone breaks character, there isn't much story progression, and the worst thing, the old man is behind it all, for some reason the old man (001) is the one who started and made the game because he was too rich, this would've been an okay story if he didn't take part in the game and have his character built off being a poor old man risking it all, because he wouldn't actually die, we also see the main character ( assumably ) try to seek revenge instead of going to get custody of his daughter, which's a major way for Netflix to milk the show by leaving it on a cliffhanger and probably making a second season, i hope they can find a way to make the second season somehow good, but there isn't much to do, he'll just, seek revenge? Then it's over, nothing else to do, other than get his life back in order, which should've been part of the finale, however i have to give credit to this show for consistently having great acting and filming, which's why i think it deserves an 8 regardless of the abysmal choices they took after episode 6.
                
            
                    1 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1075,fqbalk,ONE OF THE BEST SERIES... but what are those VIPS?,9/10,5 October 2021,"I absolutely love this series, but what are those VIPS? Their acting is soooo cringe.
                
                    2 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1076,shelovesme-43178,Way too good,10/10,18 September 2021,"I loved the way the entire drama revolves around the true nature of humans. At every stage this drama never stops to surprise you. Tons of plot twists that add depth to characters and the plot itself. This is one of a kind show (genre & quality wise). You wont find anything like this anywhere. It is absolutely well written.I want to remove my memories and watch this again.
                
                    10 out of 20 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1077,villarosie,Had me hooked from the start!,10/10,21 September 2021,"Excellent show with incredible attention to detail on the psychology of different characters and how the relationships between these characters develop during the game. Definitely worth the binge in one night! The show is incredible in terms of scriptwriting AND acting and has an exciting unpredictability to it. Additionally, the soundtrack was brilliantly consistent and the repetitiveness helped tie all the episodes together.The only element in this show which was slightly worse was the acting of the VIP's from episode 7 and onward. They weren't too bad, but their acting was noticeably worse than the Korean actors.
                
                    13 out of 21 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1078,rahmatarifian,AMAZING SERIES,10/10,30 September 2021,"The best series television on netflix. Please prepare for SEASON TWO i,am wait..
                
                    4 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1079,kwrgtv,Amazing,10/10,2 October 2021,"Amazing series definitely recommend. To watch. Perfect.
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1080,awfilmmaker,Captivating throughout! Never a dull moment,8/10,24 September 2021,"This show is so well made. From a technical standpoint, it's shot beautifully and in a way to differentiate itself completely from other shows with similar tones. The lighting, the sets, the costumes, the locations, all fantastic!The idea is great! Most things made sense both story-wise and character-wise. There were a few moments that were questionable when it came to character decisions but it's very easy to look past those as the majority of Squid Game was fantastic. The entire second episode was pretty much dedicated to really making it clear to the audience WHY these characters would subject themselves to such a game and it's done in such a way where it's all very believable.I imagine there is, as always, some errors with Korean to English translation as some of the dialogue (in subtitle form) was incredibly on the nose and structured in a way where people simply don't talk that way but once again, it's easy to look past as the show is so interesting throughout and enjoyable.It felt more like a 9/10 hour movie, rather than a series as each episode flows so seamlessly into the next and carries the momentum, especially when binge watching.Highly recommended."
1081,artiraman-90142,Amazing web series this webseries deserve everything,10/10,6 October 2021,"I think in my whole life this web series is best means squid game has everything emotion, suspense, thriller, action and more I love this show and i am waiting for season 2.
                
                    2 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1082,dzzygurl,Great show,8/10,17 September 2021,"This is only my second review. I binged this all in one day and loved it. I still like Alice in Borderland better but was a great show. Can't wait for a new season and to see what happens next.
                
                    4 out of 11 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1083,mhamddaqqaa,Wow,10/10,21 September 2021,"Woow. Am shocked! Amazing sereies. Defined beauty.
                
                    4 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1084,elystonhayden-19893,Binged! Please don't remake and ruin,8/10,21 September 2021,"Best Netflix show I've seen for awhile. Had echoes of Spanish film The Platform (2019) and of course The Hunger Games films.Hard on their luck people pushed down and controlled by the top feeders of society, are approached to play a game to win the big bucks and get out of the current holes they have found themselves in.And what a thrilling edge of your seat ride this makes for viewing. Unknown masked dictators are hosting a game-show of sorts were the players (In debt everyday people) are desperate to win the cash even if it costs them their lives.Lots of twists and some deeper observations on humanity follow. Just a warning it's very violent and a bit trippy, so if that's not your thang obvs avoid. It also reminded me of the human sport elements in Eli Roth's Hostel and James Wan's Saw franchise so yes it's out there.Will become a future cult classic and Korean cinema is having a golden moment after masterpieces like Parasite and The Handmaid. Squid Game's hyper realism is pretty visionary stuff for Netflix's typically bland output. Fly me to the moon 8/10.
                
            
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1085,clairesimpson-73580,Wow,10/10,3 October 2021,"This is definitely worth a watch! Something different and if you like the shock factor and a good bit of gore this is for you..
Episode 6 was quite emotional..
All in all worth a binge ..
                
                    2 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1086,jimmyliaiesecscau,"Redundant conversations, buggy plots",6/10,11 October 2021,"Watched this tv show cos It's well-received recently, but I don't find it really captivating and engrossing for some reason.1. The whole story is proceeding at a very slow pace, and there's too much redundant conversation between characters that provide no important information. Personally speaking, I prefer shows with shortcut conversations that either give out information for the latter episodes or are necessary for portraying the characters.2. illogical and buggy sometimes. In the beginning, it states like the money will accumulate as people die, and 1 person equals 10 million South Korean won, but how come the leading actor receives 456 won while only 455 died? I don't get it.
                
            
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1087,saderaw,wontherfull,7/10,1 October 2021,"Money the orginall story of this serie
you can enjoy,cry,lought and.
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1088,confusing_pals,Excellent,10/10,22 September 2021,"This series is mind blowing. Fast paced thriller action, I haven't blink my eyes during whole series.
                
                    3 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1089,aboodito,Best series of 2021,10/10,22 September 2021,"Best series of 2021. The series is very beautiful and interesting, a unique series, and the actors were excellent.
                
                    3 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1090,MeadowStar957,Got me crying.,9/10,25 September 2021,"Episode 6 really got me hard.Only thing is the subtitles need to be improved.Never had this many tears. Amazing series!
                
            
                    3 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1091,bjornaalten,Korea does it again,10/10,24 September 2021,"I just created an account to rate this. Perfect korean thriller series! We need more of these.
                
                    4 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1092,eyadabdin,Thumbs up,10/10,29 September 2021,"Awesome guys. I love it even Iam not a guy who can wan watch a series, but really it was super too.
                
                    4 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1093,megaguga-40709,Overall amazing show with some logical nonsenses,9/10,28 September 2021,"OfbjsnsnsmymmanNNKYKKYSKSMSNS S DNJJjsjsjsksksmmsmykksksksskksykykmsmsmsmyyjjyjy.
                
                    0 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1094,deborayim,Ppl complaining about VIPs are hilarious to me,10/10,29 September 2021,"All these caucasians complaining about the VIPs about their accent or their oddly scripted lines are hilarious to me. I mean hollywood has been doing this to asians for decades, guess everyone feels weird now that it is happening in reverse. For example, Hiring different asian person to play a specific role about a specific asian nationality, hiring white ppl to play asian characters. Not even really learning the correct language or bother to learn the correct pronunciations of their lines. Or even write them a proper line in their own language in a show or a movie. Or forcing asian actors to have an asian accent when the said actor does not actually have one. I guess decades of watching random ppl portraying asians in some gibberish accent has always made me cringe. Now everyone gets to experience it as well hahaha.
                
                    7 out of 13 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1095,xingliuhit,It's okay,7/10,11 October 2021,"It is attractive, but it is not a very good story.
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1096,xingliuhit,Not very good,7/10,11 October 2021,"It is not very good, but it is attractive at first.
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1097,noahfawbush,Barely fell short of being a masterpiece,8/10,30 September 2021,"To start, I can confidently say that Squid Game is one of the best series I've seen in a long time. The plot is near perfectly done, the games keep you on the edge of your seat, and the characters are entertaining. There's not many negative things I can say about Squid Game, but there are 3 main gripes that bothered me the whole way through:1.) The characters are naive. Through the game, players often teamed up and vowed that they would win the game together and split the money. However, the game master made it clearly known that there could only be one winner, yet the characters keep making plans to win the game together.2.) The VIP actors are some of the worst I've ever seen. Their acting was so atrocious, it made the movie feel less like a dark, twisted thriller and more of a parody. What few moments they were on the screen warrants removing a star by itself.3.) Gi-Hun won the game for no reason. After winning the final challenge and ultimately watching his best friend die in the process, Gi-Hun is returned to his home town with the enormous cash prize. He doesn't touch the money and spends an entire year getting drunk. When he finally comes back to his senses and decides to go see his daughter, he learns that the game is still alive and we're left with the inclination that he'll try to end it in the predictable season 2. (The red hair was stupid too)Overall, the series was well done and binge worthy without a doubt. I just hope they don't ruin Squid Game's legacy by putting out a disappointing sequel series.
                
            
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1098,hannahmin-23223,Not worth the hype,2/10,30 September 2021,"I was so excited to watch it at first Bcz it was so popular but when I watch it, it was so boring and makes no sense. I watch it the end btw. The story line was also stupid. It was only popular Bcz the actors and the actresses r pretty and all. It's basically abt playing a game for 45.6 billion dollars and if u join the game u can't quit. And if u quit u will be eliminated. And if u don't follow the game rules u will be eliminated too. Eliminated means u will get shot by these guys from the game and they don't show their identity and hide behind the mask. So umm yea there r sm other k dramas who deserve more hype like the penthouse, hotel del luna, sweet home etc.
                
                    7 out of 17 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1099,hninyeeaye,Overrated asf,2/10,30 September 2021,"The show is so popular for what? It isn't even that good. The story line was poor and the plot twist too. It also make no sense at all. It was only popular Bcz it's on Netflix and the actor Wi ha joon and hoyeon jong r pretty and hot. Theire acting isn't bad but not the best. I watch it till the end and at first it wasn't that bad and it could've been better but it just got worse. There r sm k dramas that deserve more hype like sweet home, the penthouse, hotel del luna etc.
                
                    14 out of 24 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1100,nimaxtv,Good story but bad ..,9/10,1 October 2021,"I think vips act was terrible and they accents was little weird but the players act was fantastic. And i think the ep 2 was boring a little bit for me.
                
                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1101,alwayscutepipi,not good but not bad either,7/10,1 October 2021,"The gameplay in the film is very interesting and challenging, but the execution at the end feels lacking.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1102,alwayscutepipi,well,7/10,1 October 2021,"In this story i don't feel the 'plot twist'. Which makes this story good in the acting of the players!
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1103,kainacesar-65387,Nice,7/10,2 October 2021,"Nice but actors and actress asian is so horribles.......
                
            
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1104,badieiamirali,What do you don't miss your birthday,9/10,3 October 2021,"Sorry for all my troubles and thank you don't worry about your.
                
            
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1105,oussamamhennaouicom,Good,8/10,4 October 2021,"Good story and good caracter developpement
I like it.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1106,lukeingram-45836,Pretty dang good,8/10,6 October 2021,"This was... actually kind of good. Well, most of it. The show had great twists and made me kinda sad but there was one problem... the vip's. They were so cringey and the dub for the show in general was hilariously awful. But apart from that, I recommend it greatly.
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1107,ayan-20863,It's a Zero Sum Game,9/10,7 October 2021,"You are winning because someone is losing. The same thing happening in our practical life. This series is similar to our real life. You own a house, a car, a good life because someone couldn't afford it on the other side. You must watch this show.
                
                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1108,jesswhite-55511,Amazing,10/10,7 October 2021,"Absolutely loved this series but was a little disappointed with the last episode.Would definitely recommend and hoping for a series 2.
                
                    2 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1109,segunfaozan,A great movie,6/10,8 October 2021,"Squid game is a great movie, definitely fun to watch but had it's downs. Great story, great acting, but could have been way better and could have had a better twist.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1110,Ozan_39476,blabla,7/10,9 October 2021,"Original concept but the final couldnt made me satisfy.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1111,mmh-84665,Squid Game Review,8/10,10 October 2021,"At first, I wasnt really into this show until I got further into the season and then I was left disoriented. However, it is a very good show in my opinion and I loved it overall. I love the cast and the display of emotions in this show. You can tell that a lot was put into this show and it just drew me in even more.
                
                    0 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1112,queenhiyahiya,Confusing drama like this can get an award?,5/10,12 October 2021,"Drama seems exaggerated, I don't know what is discussed here. Comedy, action, betrayal and sex elements put together so I'm confused about which genre to focus on first. It's a mess to be honest.The drama is rather predictable, there is an element of surprise in this drama but not all of it.I loved episode 7, it's really cool. But nothing else, because I don't think so. How can acting and dramas like this become a historical drama netflik in 83 countries can even be called worldwide history.But this story can show some addictive scenes, I like it. Watching this is addictive, and makes me curious at least.
                
            
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1113,mcturan,Over-rated. Not a woow serie.,7/10,12 October 2021,"Honestly I didn't see a really original, uniq scenario. It was like a combination of different previous movies. I think Netflix users are really desperately waiting a good serie and when they find ""not terrible one"" , they think it is great. For sure we can't deny the quality of acting of main characters (not all) also should int be denied some parts of scenario was like written by a high school teenager.Let's say ""it was not a waste of time"" but i don't think anyone will wstch over and over again. Just a one night stand serie.
                
                    0 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1114,RealityGal,Wow! Jaw dropping scenes left and right. 👍🏼,9/10,30 September 2021,"This Korean series was brilliant and quite shocking in so many ways. It has lots of very unique violent scenes that at times I found myself stunned for a moment but loving every second of how this show pulls you in. You can really feel for so many of the characters and I found myself really rooting for my favorites but knowing in the back of my head that they will all probably die in this crazy life or death game one after another until it reaches the winner. Episode 6 Gganbu is so mind blowing and heartbreaking. I'm sincerely hoping we get a season 2. We need more squid games minus the ridiculous VIP's or at least get them to speak like an actual human being would. Geez! That is the only reason I didn't give this rating a 9.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1115,TrunksBriefs,Squid Game knew the assignment.,10/10,28 September 2021,"Squid Game has an interesting plot that hooks you on the first episode. The rules of the show is ever changing though with surprises on each entry. How far would you be willing to go to play the game?
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1116,frankyvertriest,Not worth the hype: sloppy characters,7/10,13 October 2021,"It was fun to watch, had some unexpected games, except of course for the squid game in the end. We all saw that one coming, right?The thing that bothers me the most is the lack of character development... I don't understand the main character. He exactly knows what he gets into when he re-enters the game. Still he is frozen all the time with guilt and pity. When he wins, he does nothing with the money for a year? He keeps on neglecting his daughter, and the little orphan brother till the bizar Christmas scene in the end.. Next season he will go jack Bauer on their asses..The show was full of sloppy characters like 'Han Mi-nyeo': the lady from the sex scene. I didn't care about her at all, but she was one of the most interesting characters. She would do anything to survive: fuck, kill, smuggle,... What made her like that? The fact that she committed suicide (something completely against her instincts), could have been an amazing moment, but it was not..
                
            
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1117,mr_baiga,Gripping and Exciting....,8/10,20 September 2021,"Great to watch this series. The story was gripping and the acting was exciting... except for the VIPs who came in the last couple of episode. They could have done better.At times I felt that dialogues were a bit too long but you have to complete the time slot. The lead actors were great in their roles.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1118,mvanlaerhoven,Original and creative; go watch it!,9/10,29 September 2021,"I do love my typical hero's journey Marvel/DC movies/series but this one was something different entirely, a breath of fresh air.Unexpectedly I opened up my Netflix account and this show's plot synopsis grabbed my attention. Next thing I know I'm getting pulled all the way through an unexpected 1-day binge session (about 9 hours).The show is slow at times yet never boring, just taking its time between brutal fatalities (and brutal they are). The characters are troubled, each of them with their flaws (even the main character). That too felt fresh compared to the typical Hollywood protagonists who always seem to be so likable with a ton of charisma and humor.Creative story wise but also in its graphics. I loved the looks of the location with its game rooms and the characters. Speaking of Marvel, the costume of the Frontman would make a great Dr Doom outfit.Anyway long story short, just go watch it. You won't regret it."
1119,fitnessmandave,Last episode major let down,2/10,29 September 2021,"Series was tracking as a solid 7 or 8 prior to the last episode. All of the finishing 'revalations' and gotchas were just plain stupid and not needed. Otherwise great upto that point.
                
                    6 out of 14 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1120,herbsharpe60,GREAT,10/10,10 October 2021,"Thank goodness for Netflix, Korean TV production, and the SQUID GAME. Thoughtful, captivating, engaging. Although the first 2/3 of the first episode were almost boring, the last 1/3 of the first episode hooked me for the rest of the series. Episodes 1 - 9 were all great. I sincerely wish more American TV and storytelling were like this. I also hope that nothing further is done with this. Anything more would spoil what it is.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1121,angelica6714,Worth a watch.,9/10,24 September 2021,"This was well written, acted, executed. VIPs played their role. I don't know what people wanted from their screen time. Overall great show. Some scenes felt drawn out from time to time, but other than that. Great show.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1122,GGaia,8.5/10,8/10,11 October 2021,"Only because i hated the americans. Worst part of the story, unnecessary distraction + terrible acting.I was right since the beginning, but I really don't care. I don't care if some things where predictable, it didn't ruin the series for me. GREAT STORY/IDEA (except foe the americans part) SUPERB writting + great acting (except for those stupid americans) .
                
            
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1123,yarunas,surprisingly good!,9/10,27 September 2021,"It doesn't appeal at first, but if you you'll stay tuned, you'll see a really good drama series with some very well written characters.Watch it!
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1124,guuspalmer,Cool story till halfway and ridiculous ending,7/10,8 October 2021,"The first two episodes were very promising. Nice balance between violence, humor and craziness. From episode 5 everything goes downhill. The story becomes something softy... People becoming too emotional in the ordinary ways... Also, the last episode was bad, vague dialogues, completely ridiculous choices by the main character and an ending that doesn't make sense at all.To end on a good note, the acting was terrific and the effects and camerawork were excellent!
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1125,forster98,Awful VIPs and obvious plot,7/10,3 October 2021,"I liked it overall BUT:
The VIPs acted terrible and their script was super cringyIt was kind of obvious that the old man was the creatorThe police side-story didn't really have a purpose. At lesst not for this season.
                
            
                    2 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1126,breaking_it_up,Too predictable and too many plot holes,5/10,23 September 2021,"The story line is way too predictable and there are too many plot holes. 5 stars are for Hoyeon .
                
                    3 out of 10 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1127,zeitgeistsudan2010,Long time for a TV series like this,8/10,18 September 2021,"Perfect acting 👌.. interesting series, with unexpected events.
                
                    4 out of 11 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1128,w_janlendle,Job well done!!,10/10,30 September 2021,"Unexpected movie, brilliant idea,. This is one of the Best movie this year, Jobwell done !!! Netflix should continue to produce a movie like this.. 👍
                
                    4 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1129,mjud89,This is a great show!,10/10,3 October 2021,"The series are absolutely interesting, the plot is excellent and the actors are great, too! I really recommend this show to everyone.
                
                    1 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1130,Goriz43,Excellent Series - Bad ending,9/10,5 October 2021,"Loved the series, so many good things coming out from Korea lately. Really loved the first six episodes which were fantastic. However last three episodes and as many others have mentioned the VIPs were terrible.I never understood if the cop died, because he was only shot in the shoulder?Also, why wouldn't he use the money in the end hahaha, didn't he have loan sharks after him??I like the fact though that it didn't get a Hollywood ending. All in all, well done Korean television! Keep it up and we can get rid of the shifty Hollywood crappy American stuff once and for all.
                
            
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1131,amadorl608,Worst betrayal of all time is in this show,9/10,3 October 2021,"Ali get betrayed like no other, rip. That is the moment in the show where I truly realized how evil number 218 was.
                
            
                    3 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1132,deelinsellers,Hunger Games on Steroids,10/10,8 October 2021,"Great show.... Netflix has done it again!Keeps you guessing...
                
                    3 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1133,OddViewer,wtf,5/10,10 October 2021,"8.3 today...we are living in a magnificent world... can't understand why people are thinking this show so great...gambling and cruelty...
                
                    4 out of 12 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1134,abdullah-aj-1,The people around the world talk about it to much and it's not worth it,1/10,9 October 2021,"The worst tv show I ever watched in my life it's totally waste of time.
                
                    1 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1135,etd380,Absolutely amazing!!! Mind blowing every step of the way.,10/10,27 September 2021,"I absolutely love it! It reminds me of JIGSAW and ESCAPES ROOM. It make you feel like you are part of the squid game while watching. It will definitely leave you guessing who will survive in the end. I absolutely love HoYeon Jung acting, she's really tough, really cute and beautiful all around. I loved HoYeon Jung character, she kept to herself, strong minded, didn't trust anyone and I love her serious image. She was really amazing! I wish HoYeon Jung could stay for more seasons but unfortunately she died towards the end and I was really upset about it! It was really sad. Keep it coming for more seasons.
                
                    1 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1136,ajbettis,Sprint fell short of the finish line,7/10,4 October 2021,"The series was hot to start! Grabbing you and keeping you hooked until episode 3-4 and the true purpose of the game and show started to dwindle. I wish they stuck to the rules and had more games to focus on. Wasnt as intriguing watching them very un-cinematic-like kill each other off. A show that had so much potential fell just short due to poor writing.
                
            
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1137,markovasiljevic78,WOW,10/10,19 September 2021,"One of the best TV Shows I have ever seen. Simply genious and almost realistic. 6th episode is FABULOUS.I love this TV Show and one of the favourites from 2021.
                
            
                    4 out of 9 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1138,martin_urk,"Excellent series, except the VIP acting",8/10,22 September 2021,"Just binged season, i was hooked after the second episode.After seeing the vip's i went looking for some reviews. Boy... the acting was so out of place. It felt so weird, upon the VIP encounter the acting was really good. It kinda breaks the whole atmosphere.Nevertheless definitly worth watching.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1139,krikites-inc,Quality Drama,9/10,19 September 2021,"Good writing, good acting for most part (except the American actors), good messages, pacing is good.There really isn't much to complain about it once you're immersed into it besides the voices and acting of the American actors.
                
                    6 out of 11 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1140,davidmgrana,Dont mind the critics,9/10,1 October 2021,"I keep seeing people saying that the characters were told that only 1 people could survive. I don't know if they watch a wrongly translated version or what but the version i watch they are told they all can win the prize as long as they finish the 6 games.I also get that the VIPs acting and ""intonation"" suck, but keep in mind this is a korean show so why would they accurately portrait americans?Show is amazing, main characters acting is superb and music is very good. Just enjoy.
                
                    3 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1141,lukejosiahknight,It's basically OK,5/10,10 October 2021,"The games are a nice feature, but it feels very familiar. It's also not that exciting a lot of the time. It's OK. Not sure why there are so many incredible reviews.
                
                    3 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
1142,vasso-ierem,Very interesting but weak ending,7/10,25 September 2021,"It is the first Korean TV series I watched. I found it very interesting, with fast action. It also gives you food for thought. Unlike series of similar cases, it has the main difference that the players are there voluntarily. This creates different dynamics and plot. Watching the first 6 episodes I was excited. From the 7th episode until the end, there was no surprise and everything was predictable.The explanation of why all this happened,was just what was expected. The story with the policeman and his brother, did not finally seem to have special meaning. The ""plot twist"" with the old man, was not a plot twist at all, if you have watched ""Saw' 1 & 2 and many of the thrillers that followed it. Perfect up to a point, but without a climax. This could have been a 10 but..
                
            
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
