Player Name,Season,Statistic,Variable,Value
Lee Westwood,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),302.43
Robert Allenby,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),287.965
Troy Matteson,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),300.573
Rocco Mediate,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),277.381
Dustin Johnson,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),313.69
Cameron Beckman,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),282.939
Alexandre Rocha,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),282.084
Webb Simpson,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),292.044
Kevin Stadler,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),292.861
Nick Watney,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),305.822
Dicky Pride,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),281.726
Marc Leishman,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),297.501
Camilo Villegas,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),291.086
Chad Campbell,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),290.426
Jonas Blixt,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),287.971
Jason Bohn,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),282.474
Steve Wheatcroft,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),282.069
D.A. Points,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),284.16
Kevin Streelman,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),296.788
Aaron Baddeley,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),306.011
D.J. Trahan,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),294.859
Gavin Coles,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),268.996
Spencer Levin,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),283.529
Y.E. Yang,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),289.294
Andres Romero,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),296.074
Greg Chalmers,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),281.595
Troy Kelly,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),296.559
Kevin Na,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),289.684
Kyle Reifers,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),286.081
Vijay Singh,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),291.656
Jonathan Byrd,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),295.146
J.J. Henry,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),292.258
John Senden,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),296.913
Erik Compton,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),293.412
Boo Weekley,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),294.184
Billy Horschel,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),284.964
Colt Knost,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),273.367
David Mathis,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),275.638
Charley Hoffman,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),296.19
Phil Mickelson,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),298.889
Geoff Ogilvy,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),294.158
Ben Curtis,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),276.702
Padraig Harrington,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),293.558
Chris Stroud,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),288.171
Matt Bettencourt,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),288.727
Tiger Woods,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),308.85
Charles Howell III,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),301.737
Seung-Yul Noh,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),302.201
Chris DiMarco,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),273.506
Robert Karlsson,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),298.36
Garth Mulroy,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),292.981
Blake Adams,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),289.894
Mark Anderson,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),300.493
Mathew Goggin,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),287.495
Nick O'Hern,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),266.897
Rod Pampling,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),286.411
Charl Schwartzel,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),298.126
Michael Thompson,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),284.545
Cameron Tringale,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),292.658
Scott Brown,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),286.85
Adam Scott,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),303.962
Hunter Haas,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),285.165
Bill Lunde,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),284.976
Harris English,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),298.948
Bob Estes,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),284.63
Pat Perez,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),293.595
Arjun Atwal,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),278.796
Tom Gillis,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),289.845
Stuart Appleby,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),285.374
Brendon Todd,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),280.851
Matt Every,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),287.81
Edward Loar,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),298.099
Jimmy Walker,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),297.96
George McNeill,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),293.388
Ken Duke,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),281.116
Kevin Kisner,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),281.358
Angel Cabrera,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),301.666
Kevin Chappell,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),296.807
Graham DeLaet,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),303.571
Marco Dawson,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),281.258
Bobby Gates,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),302.117
Kris Blanks,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),283.199
Ryo Ishikawa,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),286.571
Freddie Jacobson,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),286.092
J.J. Killeen,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),293.127
Daniel Chopra,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),294.125
Stephen Ames,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),276.445
Matt Jones,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),293.056
William McGirt,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),283.913
Gary Woodland,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),311.511
Charlie Beljan,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),308.724
Martin Flores,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),298.643
Danny Lee,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),286.024
James Driscoll,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),295.013
Scott Dunlap,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),277.628
Ricky Barnes,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),290.642
Sergio Garcia,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),298.057
Ryuji Imada,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),274.776
Jason Kokrak,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),295.389
Greg Owen,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),296.056
Trevor Immelman,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),294.324
Daniel Summerhays,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),289.66
Derek Lamely,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),288.687
Jhonattan Vegas,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),304.326
Brendon de Jonge,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),287.273
Stewart Cink,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),294.041
Nathan Green,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),283.312
Chris Couch,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),293.289
Billy Hurley III,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),267.482
Henrik Stenson,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),294.75
Stephen Gangluff,2012,Total Distance Efficiency,Total Distance Efficiency - (AVERAGE DISTANCE (YARDS)),290.478
Bubba Watson,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),152.2
John Daly,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),154.5
Charlie Beljan,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),155.3
J.B. Holmes,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),158
Scott Stallings,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),161.2
Dustin Johnson,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),161.3
Edward Loar,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),161.8
Robert Garrigus,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),161.9
Kyle Stanley,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),163.1
Harrison Frazar,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),163.2
Rory McIlroy,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),163.3
Jason Kokrak,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),163.5
Gary Woodland,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),163.5
Keegan Bradley,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),164.9
Jhonattan Vegas,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),165.1
Sean O'Hair,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),165.2
Ryan Palmer,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),165.3
Scott Piercy,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),165.3
Josh Teater,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),165.5
Graham DeLaet,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),165.6
Daniel Chopra,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),165.8
Billy Horschel,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),165.8
Robert Karlsson,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),166.6
Rory Sabbatini,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),167.2
Troy Kelly,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),167.5
Angel Cabrera,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),167.8
Garth Mulroy,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.3
Scott Brown,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.5
Martin Flores,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.5
Boo Weekley,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.5
Harris English,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.6
Tommy Gainey,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.6
Bobby Gates,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.6
Martin Laird,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.6
Troy Matteson,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.6
Davis Love III,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.7
Matt Jones,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.8
Mark Anderson,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.9
Jason Day,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),168.9
Seung-Yul Noh,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),169.2
Louis Oosthuizen,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),169.2
Kevin Kisner,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),169.3
Vijay Singh,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),169.3
Aaron Baddeley,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),169.4
Adam Scott,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),169.4
Roland Thatcher,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),169.4
John Rollins,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),169.9
Erik Compton,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),170.3
Jeff Overton,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),170.3
Charley Hoffman,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),170.4
D.J. Trahan,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),170.4
Chris Couch,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),170.6
Bill Lunde,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),170.7
Charles Howell III,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),170.9
Carl Pettersson,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),170.9
Will Claxton,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171
Stephen Gangluff,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171.1
Bo Van Pelt,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171.4
Webb Simpson,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171.6
Bill Haas,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171.7
Brian Harman,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171.7
Kevin Chappell,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171.8
Jason Dufner,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171.8
Chris Kirk,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171.8
Greg Owen,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),171.8
Miguel Angel Carballo,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.2
Roberto Castro,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.2
Mathew Goggin,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.3
Bud Cauley,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.4
Danny Lee,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.4
Kevin Streelman,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.5
Nick Watney,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.5
Charl Schwartzel,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.7
Camilo Villegas,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.7
Tim Herron,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.9
Kevin Stadler,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),172.9
Lee Westwood,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),173
Freddie Jacobson,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),173.5
Ryo Ishikawa,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),173.7
Steve Wheatcroft,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),173.7
Kyle Thompson,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),173.8
Daniel Summerhays,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),173.9
Phil Mickelson,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),174
Jonathan Byrd,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),174.1
Richard Lee,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),174.1
Matt Every,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),174.4
J.J. Killeen,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),174.4
Jeff Maggert,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),174.6
John Merrick,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),174.6
Tiger Woods,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),174.6
Rickie Fowler,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),174.8
Derek Lamely,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),174.8
Chad Campbell,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175
Kyle Reifers,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.1
Brendan Steele,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.1
Jimmy Walker,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.2
Sergio Garcia,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.3
Padraig Harrington,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.3
Matt Bettencourt,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.4
Hunter Haas,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.4
Stuart Appleby,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.5
Tommy Biershenk,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.5
Andres Romero,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.5
Blake Adams,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.6
Chris Stroud,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.6
Vaughn Taylor,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.6
Arjun Atwal,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.7
Scott Dunlap,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.8
Brandt Jobe,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.8
Hunter Mahan,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.8
Billy Mayfair,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.8
John Senden,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),175.8
Steve Stricker,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176
Ernie Els,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.1
D.A. Points,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.1
Alexandre Rocha,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.1
Cameron Tringale,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.1
Tom Gillis,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.2
Henrik Stenson,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.2
Russell Knox,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.3
J.J. Henry,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.4
Marco Dawson,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.6
James Driscoll,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.8
John Huh,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.8
Matt Kuchar,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),176.9
Ricky Barnes,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),177
Ben Crane,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),177
Rod Pampling,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),177
Heath Slocum,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),177
Rocco Mediate,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),177.1
Jonas Blixt,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),177.3
Sangmoon Bae,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),177.4
Ken Duke,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),177.6
Gary Christian,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),177.7
Patrick Sheehan,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),177.7
Tim Clark,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),177.8
"Ted Potter, Jr.",2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),177.8
Michael Bradley,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),177.9
Brendon de Jonge,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),177.9
Spencer Levin,2012,Average Distance to Hole After Tee Shot,Average Distance to Hole After Tee Shot - (AVG),178.1
