rank,Game,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,age,mechanic,Area Control,Dice Rolling,Variable Player Powers,Partnerships,Set Collection,Hand Management,Deck,Tile Placement,Simulation,Storytelling,Memory,Player Elimination,Role Playing,Press Your Luck,owned,category,Environmental,Medical,Card Game,Civilization,Economic,Fantasy,Puzzle,TV/Movie/Radio,War,Horror,Murder/Mystery,Party Game,Trivia,Racing,Territory Building,Adventure,Dice
3727,Samara,2,5,50,25,50,2015,6.37762,5.70636,286,10,Time Track,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,"City Building, Medieval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3728,Nostra City,3,5,60,60,60,2009,6.35385,5.70627,351,12,"Auction/Bidding, Partnerships, Variable Player Powers",0,0,1,1,0,0,0,0,0,0,0,0,0,0,644,"Card Game, Mafia, Negotiation",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3729,North American Railways,3,5,90,45,90,2016,6.85347,5.70598,165,12,"Auction/Bidding, Route/Network Building, Stock Holding",0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,"Card Game, Economic",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3730,Mondo Sapiens,1,4,30,20,30,2012,6.69433,5.70583,203,8,"Pattern Building, Tile Placement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,422,Real-time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731,Waste Knights,2,4,240,90,240,2015,7.14047,5.70565,170,16,"Card Drafting, Dice Rolling, Modular Board, Role Playing, Variable Player Powers",0,1,1,0,0,0,0,0,0,0,0,0,1,0,419,"Adventure, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3732,Squint,3,8,30,30,30,2002,6.03134,5.70545,688,12,"Line Drawing, Tile Placement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1057,"Card Game, Party Game",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3733,Prohis,3,6,20,20,20,2014,6.40799,5.70544,278,10,Hand Management,0,0,0,0,0,1,0,0,0,0,0,0,0,0,506,"Bluffing, Card Game, Mafia",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3734,Orongo,2,4,40,40,40,2014,6.55392,5.70543,217,10,Auction/Bidding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3735,Breakthrough: Cambrai,2,2,180,180,180,2011,6.87785,5.7054,158,0,Area-Impulse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,"Wargame, World War I",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3736,World Championship Russian Roulette,2,6,15,15,15,2017,7.21066,5.70534,136,10,"Betting/Wagering, Press Your Luck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,"Bluffing, Card Game, Humor, Math",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3737,Guerilla,3,6,60,60,60,1994,6.25413,5.70528,363,10,Hand Management,0,0,0,0,0,1,0,0,0,0,0,0,0,0,744,"Card Game, Political, Wargame",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3738,Battle for Stalingrad,2,2,360,360,360,1980,7.27022,5.70524,137,12,"Chit-Pull System, Dice Rolling, Hex-and-Counter, Simulation",0,1,0,0,0,0,0,0,1,0,0,0,0,0,516,"Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3739,Kharnage,2,4,30,20,30,2016,6.65933,5.70512,233,7,"Action / Movement Programming, Hand Management, Variable Player Powers",0,0,1,0,0,1,0,0,0,0,0,0,0,0,668,"Card Game, Fantasy, Fighting, Medieval, Party Game",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3740,Verflixxt! kompakt,2,4,20,20,20,2009,6.55837,5.70511,233,8,"Dice Rolling, Roll / Spin and Move",0,1,0,0,0,0,0,0,0,0,0,0,0,0,495,"Humor, Party Game",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3741,18FL,2,4,150,150,150,2006,7.11926,5.7051,135,12,"Route/Network Building, Stock Holding, Tile Placement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,144,"Economic, Trains",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3742,Khan,2,4,60,60,60,2010,6.34903,5.705,309,10,"Area Control / Area Influence, Grid Movement, Hand Management",1,0,0,0,0,1,0,0,0,0,0,0,0,0,484,"Medieval, Territory Building",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3743,Hotel Life,3,4,120,120,120,1989,7.3765,5.70495,117,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,"Economic, Humor",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3744,We Will Wok You,2,4,40,30,40,2012,6.36089,5.70486,303,8,"Hand Management, Set Collection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,552,Card Game,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3745,Winter War,2,2,90,90,90,1972,7.07157,5.70472,153,12,"Dice Rolling, Hex-and-Counter",0,1,0,0,0,0,0,0,0,0,0,0,0,0,381,"Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3746,Heart of Crown,2,4,30,30,30,2011,7.69358,5.70467,109,12,"Card Drafting, Deck / Pool Building, Hand Management, Variable Player Powers",0,0,1,0,0,1,1,0,0,0,0,0,0,0,174,"Card Game, Fantasy",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3747,World Monuments,2,4,45,45,45,2016,6.44481,5.70457,298,8,"Set Collection, Worker Placement",0,0,0,0,1,0,0,0,0,0,0,0,0,0,804,Renaissance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3748,Ivor the Engine,3,5,60,60,60,2014,6.46627,5.70434,252,8,"Area Movement, Hand Management, Pick-up and Deliver",0,0,0,0,0,1,0,0,0,0,0,0,0,0,538,"Movies / TV / Radio theme, Trains",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3749,Wrath of Dragons,2,6,90,90,0,2015,7.20729,5.70428,144,12,"Hand Management, Simultaneous Action Selection, Worker Placement",0,0,0,0,0,1,0,0,0,0,0,0,0,0,287,Fantasy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3750,Neue Spiele im alten Rom,2,7,0,0,0,1994,6.81829,5.70427,175,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,"Abstract Strategy, Game System",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3751,Walk the Dogs,2,5,30,30,30,2005,6.23208,5.70422,380,8,"Hand Management, Set Collection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,489,Animals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3752,Emira,3,5,100,100,100,2006,5.99574,5.70415,708,12,"Auction/Bidding, Set Collection, Variable Player Powers",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1421,"Arabian, Economic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3753,Jungle Ascent,2,4,30,30,30,2013,6.5771,5.7041,238,8,"Action Point Allowance System, Grid Movement, Hand Management, Modular Board, Take That",0,0,0,0,0,1,0,0,0,0,0,0,0,0,479,"Adventure, Exploration, Racing",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3754,De Bellis Multitudinis,2,2,180,180,180,1993,6.52427,5.70402,241,12,Dice Rolling,0,1,0,0,0,0,0,0,0,0,0,0,0,0,426,"Ancient, Book, Medieval, Miniatures, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3755,Relic Expedition,2,4,60,30,60,2014,6.78725,5.70382,218,10,"Action Point Allowance System, Hand Management, Modular Board, Set Collection, Take That",0,0,0,0,1,1,0,0,0,0,0,0,0,0,466,"Adventure, Exploration",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3756,Kigi,2,5,20,20,20,2014,6.37332,5.70372,298,10,"Area Control / Area Influence, Set Collection, Tile Placement",1,0,0,0,1,0,0,1,0,0,0,0,0,0,621,"Abstract Strategy, Animals, Card Game, Territory Building",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3757,Guesstures,4,99,10,10,10,1990,5.94639,5.70368,1091,8,"Acting, Partnerships, Role Playing, Roll / Spin and Move",0,0,0,1,0,0,0,0,0,0,0,0,1,0,2266,"Card Game, Party Game, Word Game",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3758,Swords & Sorcery,2,7,180,180,180,1978,6.75673,5.70328,208,12,"Action Point Allowance System, Hex-and-Counter, Role Playing, Variable Player Powers",0,0,1,0,0,0,0,0,0,0,0,0,1,0,537,"Adventure, Fantasy, Wargame",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3759,Soccero (second edition),2,2,45,45,45,2012,7.19593,5.70325,135,11,"Grid Movement, Roll / Spin and Move, Simulation",0,0,0,0,0,0,0,0,1,0,0,0,0,0,251,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3760,Bismarck,2,2,120,120,120,1962,6.41218,5.70324,308,12,"Dice Rolling, Secret Unit Deployment",0,1,0,0,0,0,0,0,0,0,0,0,0,0,697,"Miniatures, Nautical, Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3761,Ur: 1830 BC,3,6,180,180,180,2001,6.6206,5.70311,216,14,Tile Placement,0,0,0,0,0,0,0,1,0,0,0,0,0,0,582,"Ancient, Civilization",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3762,Risk: The Walking Dead ? Survival Edition,2,5,60,60,60,2013,6.65595,5.70308,227,13,"Area Control / Area Influence, Dice Rolling",1,1,0,0,0,0,0,0,0,0,0,0,0,0,663,"Horror, Movies / TV / Radio theme, Wargame, Zombies",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3763,King Arthur: The Card Game,2,5,30,30,30,2005,6.11805,5.70303,472,8,"Hand Management, Set Collection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,697,"Card Game, Fantasy",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3764,TAC,1,4,60,60,60,2004,7.0475,5.70296,160,10,"Partnerships, Point to Point Movement",0,0,0,1,0,0,0,0,0,0,0,0,0,0,132,"Abstract Strategy, Racing",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3765,The Uncharted Seas,2,4,90,90,90,2008,7.01247,5.70285,150,12,"Dice Rolling, Hand Management, Simulation, Variable Player Powers",0,1,1,0,0,1,0,0,1,0,0,0,0,0,323,"Fantasy, Miniatures, Nautical, Wargame",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3766,Tatsu,2,2,45,30,45,2016,6.9454,5.70283,174,8,Roll / Spin and Move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,Abstract Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3767,Cypher,2,4,25,10,25,2014,6.07878,5.70277,550,14,"Card Drafting, Hand Management",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1349,"Card Game, Science Fiction",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3768,Pack of Heroes,2,2,20,20,20,2014,6.51728,5.7026,246,10,"Card Drafting, Hand Management, Variable Player Powers",0,0,1,0,0,1,0,0,0,0,0,0,0,0,651,"Card Game, Comic Book / Strip, Fighting",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3769,Cornerstone Essential,2,4,45,45,45,2010,6.71601,5.70259,188,8,"Dice Rolling, Partnerships, Route/Network Building",0,1,0,1,0,0,0,0,0,0,0,0,0,0,248,"Abstract Strategy, Action / Dexterity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3770,"Silver Bayonet: The First Team in Vietnam, 1965 (25th Anniversary Edition)",1,2,480,30,480,2016,8.3642,5.70258,81,12,Hex-and-Counter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,"Vietnam War, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3771,Last Blitzkrieg,2,4,960,180,960,2016,8.82278,5.70251,79,13,"Dice Rolling, Hex-and-Counter, Simulation",0,1,0,0,0,0,0,0,1,0,0,0,0,0,375,"Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3772,Monastery,2,4,60,60,60,2008,6.31331,5.70237,329,14,Tile Placement,0,0,0,0,0,0,0,1,0,0,0,0,0,0,483,"Medieval, Religious",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3773,Proud Monster: The Barbarossa Campaign,2,2,0,0,0,1994,7.25884,5.70235,129,12,"Dice Rolling, Hex-and-Counter",0,1,0,0,0,0,0,0,0,0,0,0,0,0,447,"Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3774,Bauhaus,2,4,30,30,30,2013,6.91513,5.70226,193,14,Area Enclosure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,Abstract Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3775,Dwar7s Fall,2,4,60,20,60,2016,7.15754,5.70223,199,12,"Set Collection, Take That, Tile Placement, Worker Placement",0,0,0,0,1,0,0,1,0,0,0,0,0,0,584,"Fantasy, Territory Building",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3776,Don Quixote,1,4,20,20,20,2010,6.06913,5.7021,563,8,"Hand Management, Tile Placement",0,0,0,0,0,1,0,1,0,0,0,0,0,0,702,Medieval,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3777,Chandragupta,2,2,240,240,240,2008,7.59584,5.702,101,12,"Dice Rolling, Hex-and-Counter",0,1,0,0,0,0,0,0,0,0,0,0,0,0,695,"Ancient, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3778,Not War But Murder,2,2,240,240,240,2007,7.00839,5.70195,143,12,"Area-Impulse, Hex-and-Counter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,"American Civil War, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3779,Carnac,2,2,20,20,20,2011,7.05268,5.7018,149,8,"Area Control / Area Influence, Pattern Building",1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,Abstract Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3780,Barbarossa: Crimea,2,2,240,240,240,2010,7.86061,5.70164,99,0,"Dice Rolling, Hex-and-Counter",0,1,0,0,0,0,0,0,0,0,0,0,0,0,612,"Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3781,"Myths at War (Nordic, Egyptian and Japanese)",2,6,20,20,20,2013,7.78857,5.70161,182,10,"Deck / Pool Building, Set Collection",0,0,0,0,1,0,1,0,0,0,0,0,0,0,259,"Card Game, Fantasy, Fighting, Mythology",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3782,Crossboule,1,6,45,45,45,2008,7.07978,5.70143,136,6,Area Control / Area Influence,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350,Action / Dexterity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3783,Burrows,2,5,45,45,45,2010,6.26199,5.70141,342,10,Tile Placement,0,0,0,0,0,0,0,1,0,0,0,0,0,0,613,Abstract Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3784,Dogs,2,4,60,60,60,2013,7.55791,5.70129,115,10,"Point to Point Movement, Set Collection, Worker Placement",0,0,0,0,1,0,0,0,0,0,0,0,0,0,248,Animals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3785,Era of Inventions,3,5,90,90,90,2010,6.10224,5.70127,513,12,Worker Placement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,Industry / Manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3786,Title Bout,1,2,45,45,45,1979,6.63305,5.70121,243,12,"Area Movement, Simulation, Simultaneous Action Selection, Variable Player Powers",0,0,1,0,0,0,0,0,1,0,0,0,0,0,452,"Fighting, Sports",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3787,Typo,2,6,30,30,30,2004,6.1507,5.70113,407,8,"Pattern Building, Simultaneous Action Selection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,"Card Game, Word Game",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3788,Battle for Armageddon,2,2,120,120,120,1992,6.5308,5.70109,250,14,"Area Movement, Dice Rolling, Hex-and-Counter, Set Collection",0,1,0,0,1,0,0,0,0,0,0,0,0,0,481,"Print & Play, Science Fiction, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3789,Ars Victor,2,2,60,60,60,2013,7.42159,5.70107,132,13,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Hex-and-Counter, Modular Board",1,1,0,0,0,0,0,0,0,0,0,0,0,0,395,"Print & Play, Science Fiction, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3790,Ghost Chase,2,5,60,60,60,2001,6.21086,5.70094,382,8,"Partnerships, Secret Unit Deployment",0,0,0,1,0,0,0,0,0,0,0,0,0,0,705,"Children's Game, Deduction, Exploration",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3791,Rising Sun,3,5,120,90,120,2018,7.42604,5.70094,194,13,"Area Control / Area Influence, Card Drafting, Deck / Pool Building, Hand Management, Partnerships, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers",1,0,1,1,0,1,1,0,0,0,0,0,0,0,608,"Fantasy, Miniatures, Mythology, Negotiation, Wargame",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3792,Statis Pro Football,1,2,120,120,120,1973,6.41412,5.70089,335,12,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3793,JamSumo,2,4,30,30,30,2014,7.50954,5.70087,108,6,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,Action / Dexterity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3794,Give Me the Brain!,3,8,30,30,30,1996,5.85357,5.70083,1929,10,"Action Point Allowance System, Auction/Bidding, Hand Management",0,0,0,0,0,1,0,0,0,0,0,0,0,0,3081,"Card Game, Zombies",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3795,Villages,2,6,30,30,30,2011,6.60138,5.70079,261,8,"Dice Rolling, Hand Management, Set Collection, Variable Player Powers",0,1,1,0,1,1,0,0,0,0,0,0,0,0,622,"Civilization, Fantasy",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3796,Infinity: Operation Icestorm,2,2,60,60,60,2014,8.43974,5.70077,78,12,"Action Point Allowance System, Dice Rolling, Point to Point Movement",0,1,0,0,0,0,0,0,0,0,0,0,0,0,318,"Fighting, Miniatures, Science Fiction, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3797,The Red Dragon Inn: Battle for Greyport,2,5,100,40,100,2016,7.36118,5.70073,152,12,"Co-operative Play, Deck / Pool Building, Dice Rolling",0,1,0,0,0,0,1,0,0,0,0,0,0,0,496,Fantasy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3798,Winter Tales,3,7,90,90,90,2012,6.2207,5.70072,400,14,"Card Drafting, Partnerships, Point to Point Movement, Role Playing, Storytelling",0,0,0,1,0,0,0,0,0,1,0,0,1,0,1644,"Card Game, Novel-based",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3799,Rhodes,2,5,90,60,90,2016,6.84626,5.70057,185,10,"Action / Movement Programming, Pick-up and Deliver, Tile Placement, Variable Phase Order, Worker Placement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,253,"Ancient, City Building, Economic, Nautical, Transportation",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3800,Bucket King 3D,2,6,20,20,20,2014,6.2648,5.70033,331,8,"Hand Management, Take That",0,0,0,0,0,1,0,0,0,0,0,0,0,0,377,"Action / Dexterity, Animals, Card Game",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801,The Mushroom Eaters,2,5,90,90,90,2013,7.20047,5.70031,129,18,"Hand Management, Point to Point Movement",0,0,0,0,0,1,0,0,0,0,0,0,0,0,279,"Adventure, Ancient, Exploration",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3802,Glory III,1,2,240,240,240,2007,6.79368,5.7001,182,12,"Chit-Pull System, Hex-and-Counter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,"American Civil War, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3803,Wings for the Baron (second edition),3,5,45,45,0,2015,7.3339,5.70006,118,13,"Hand Management, Simultaneous Action Selection, Variable Player Powers",0,0,1,0,0,1,0,0,0,0,0,0,0,0,227,"Aviation / Flight, Industry / Manufacturing, World War I",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3804,Tide of Iron: Next Wave,2,4,240,60,240,2014,8.13528,5.69989,86,14,"Action Point Allowance System, Area Control / Area Influence, Dice Rolling, Grid Movement, Hand Management, Hex-and-Counter, Modular Board, Simulation, Time Track",1,1,0,0,0,1,0,0,1,0,0,0,0,0,351,"Fighting, Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3805,Der Pate,2,4,60,60,60,2010,6.283,5.69979,325,12,Dice Rolling,0,1,0,0,0,0,0,0,0,0,0,0,0,0,451,"Dice, Economic, Mafia",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3806,Chariot Lords,3,4,360,360,360,1999,6.69695,5.69951,197,12,"Area Movement, Variable Player Powers",0,0,1,0,0,0,0,0,0,0,0,0,0,0,436,"Ancient, Territory Building, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3807,Jungle Treasure,2,4,15,15,15,2006,6.78616,5.69946,177,6,"Memory, Pattern Recognition",0,0,0,0,0,0,0,0,0,0,1,0,0,0,275,"Action / Dexterity, Adventure, Children's Game, Exploration, Memory",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3808,Big Kini,2,4,60,60,60,2005,6.38326,5.69942,286,10,Modular Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,"Civilization, Territory Building",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3809,Kansas Pacific,3,6,100,100,100,2009,6.75488,5.69908,172,14,"Auction/Bidding, Route/Network Building, Stock Holding",0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,Trains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3810,Munchkin Impossible,3,6,90,90,90,2006,6.02095,5.69905,926,10,"Dice Rolling, Trading, Variable Player Powers",0,1,1,0,0,0,0,0,0,0,0,0,0,0,2174,"Card Game, Fighting, Humor, Spies/Secret Agents",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3811,Schnapsen,2,2,20,20,20,1715,7.01484,5.69893,155,8,"Memory, Trick-taking",0,0,0,0,0,0,0,0,0,0,1,0,0,0,141,Card Game,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3812,Black Box +,2,2,15,15,15,2007,7.27458,5.6988,118,10,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,Deduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3813,Gem Rush,1,6,45,45,45,2013,6.80082,5.69864,184,13,"Co-operative Play, Hand Management, Modular Board, Set Collection, Tile Placement",0,0,0,0,1,1,0,1,0,0,0,0,0,0,427,"Exploration, Fantasy",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3814,Battle Beyond Space,3,4,60,30,60,2012,6.36924,5.69855,276,13,"Campaign / Battle Card Driven, Variable Player Powers",0,0,1,0,0,0,0,0,0,0,0,0,0,0,493,Science Fiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3815,The Sorcerer's Cave,1,4,60,60,60,1978,6.36483,5.69842,327,10,Modular Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,"Card Game, Exploration, Fantasy",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3816,Hube's Pocket,2,2,360,360,360,1995,7.59882,5.69816,114,12,"Dice Rolling, Hex-and-Counter, Simulation",0,1,0,0,0,0,0,0,1,0,0,0,0,0,365,"Wargame, World War II",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3817,20th Century Limited,2,5,60,30,60,2015,6.9086,5.69815,157,14,Route/Network Building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,"Card Game, Economic, Trains, Transportation",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3818,Days of Steam,2,4,60,30,60,2009,5.99582,5.69813,632,10,"Dice Rolling, Hand Management, Pick-up and Deliver, Point to Point Movement, Route/Network Building, Tile Placement",0,1,0,0,0,1,0,1,0,0,0,0,0,0,1065,"Dice, Racing, Trains, Transportation",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3819,Greedy Greedy Goblins,2,4,35,25,35,2016,6.4874,5.69782,254,14,"Commodity Speculation, Press Your Luck, Tile Placement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,521,"Bluffing, Economic, Fantasy, Real-time, Territory Building",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3820,Dogfight,2,4,45,45,45,1962,6.26798,5.69779,367,10,"Hand Management, Roll / Spin and Move",0,0,0,0,0,1,0,0,0,0,0,0,0,0,724,"Aviation / Flight, Wargame, World War I",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3821,Res Publica,3,5,60,30,60,1991,5.95243,5.6977,853,10,"Set Collection, Trading",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1537,"Card Game, Civilization",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3822,Hula Hippos,2,4,10,10,10,2005,6.13146,5.69763,437,5,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,"Action / Dexterity, Animals, Children's Game",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3823,Where's Bob's Hat?,3,5,45,45,45,1990,6.22024,5.69755,379,10,Trick-taking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,Card Game,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3824,Mermaid Rain,3,6,45,45,45,2003,6.32327,5.69746,303,10,"Hand Management, Set Collection, Tile Placement",0,0,0,0,1,1,0,1,0,0,0,0,0,0,685,Exploration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3825,Flight Leader,2,8,90,90,90,1986,6.16059,5.69743,522,12,"Hex-and-Counter, Simulation, Variable Phase Order",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1465,"Aviation / Flight, Modern Warfare, Wargame",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3826,Koi-Koi,2,4,30,15,30,0,6.86023,5.6974,173,0,"Hand Management, Set Collection",0,0,0,0,1,1,0,0,0,0,0,0,0,0,199,Card Game,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
